Away Team,Home Team
Los Angeles Angels,Texas Rangers
Los Angeles Angels,Texas Rangers
Los Angeles Angels,Texas Rangers
Los Angeles Angels,Texas Rangers
Los Angeles Angels,Texas Rangers
Minnesota Twins,Texas Rangers
Minnesota Twins,Texas Rangers
Minnesota Twins,Texas Rangers
New York Yankees,Texas Rangers
New York Yankees,Texas Rangers
New York Yankees,Texas Rangers
New York Yankees,Texas Rangers
Oakland Athletics,Texas Rangers
Oakland Athletics,Texas Rangers
Oakland Athletics,Texas Rangers
Oakland Athletics,Texas Rangers
Oakland Athletics,Texas Rangers
Oakland Athletics,Texas Rangers
Oakland Athletics,Texas Rangers
Oakland Athletics,Texas Rangers
Oakland Athletics,Texas Rangers
Philadelphia Phillies,Texas Rangers
Philadelphia Phillies,Texas Rangers
Seattle Mariners,Texas Rangers
Seattle Mariners,Texas Rangers
Seattle Mariners,Texas Rangers
Seattle Mariners,Texas Rangers
Seattle Mariners,Texas Rangers
Seattle Mariners,Texas Rangers
Seattle Mariners,Texas Rangers
Seattle Mariners,Texas Rangers
Seattle Mariners,Texas Rangers
Seattle Mariners,Texas Rangers
Tampa Bay Rays,Texas Rangers
Tampa Bay Rays,Texas Rangers
Tampa Bay Rays,Texas Rangers
Tampa Bay Rays,Texas Rangers
Toronto Blue Jays,Texas Rangers
Toronto Blue Jays,Texas Rangers
Toronto Blue Jays,Texas Rangers
Washington Nationals,Texas Rangers
Washington Nationals,Texas Rangers
Washington Nationals,Texas Rangers
Baltimore Orioles,Toronto Blue Jays
Baltimore Orioles,Toronto Blue Jays
Baltimore Orioles,Toronto Blue Jays
Baltimore Orioles,Toronto Blue Jays
Baltimore Orioles,Toronto Blue Jays
Baltimore Orioles,Toronto Blue Jays
Baltimore Orioles,Toronto Blue Jays
Baltimore Orioles,Toronto Blue Jays
Baltimore Orioles,Toronto Blue Jays
Baltimore Orioles,Toronto Blue Jays
Boston Red Sox,Toronto Blue Jays
Boston Red Sox,Toronto Blue Jays
Boston Red Sox,Toronto Blue Jays
Boston Red Sox,Toronto Blue Jays
Boston Red Sox,Toronto Blue Jays
Boston Red Sox,Toronto Blue Jays
Boston Red Sox,Toronto Blue Jays
Boston Red Sox,Toronto Blue Jays
Boston Red Sox,Toronto Blue Jays
Boston Red Sox,Toronto Blue Jays
Chicago Cubs,Toronto Blue Jays
Chicago Cubs,Toronto Blue Jays
Chicago Cubs,Toronto Blue Jays
Chicago White Sox,Toronto Blue Jays
Chicago White Sox,Toronto Blue Jays
Chicago White Sox,Toronto Blue Jays
Cincinnati Reds,Toronto Blue Jays
Cincinnati Reds,Toronto Blue Jays
Cincinnati Reds,Toronto Blue Jays
Cleveland Guardians,Toronto Blue Jays
Cleveland Guardians,Toronto Blue Jays
Cleveland Guardians,Toronto Blue Jays
Detroit Tigers,Toronto Blue Jays
Detroit Tigers,Toronto Blue Jays
Detroit Tigers,Toronto Blue Jays
Detroit Tigers,Toronto Blue Jays
Houston Astros,Toronto Blue Jays
Houston Astros,Toronto Blue Jays
Houston Astros,Toronto Blue Jays
Kansas City Royals,Toronto Blue Jays
Kansas City Royals,Toronto Blue Jays
Kansas City Royals,Toronto Blue Jays
Kansas City Royals,Toronto Blue Jays
Los Angeles Angels,Toronto Blue Jays
Los Angeles Angels,Toronto Blue Jays
Los Angeles Angels,Toronto Blue Jays
Minnesota Twins,Toronto Blue Jays
Minnesota Twins,Toronto Blue Jays
Minnesota Twins,Toronto Blue Jays
New York Yankees,Toronto Blue Jays
New York Yankees,Toronto Blue Jays
New York Yankees,Toronto Blue Jays
New York Yankees,Toronto Blue Jays
New York Yankees,Toronto Blue Jays
New York Yankees,Toronto Blue Jays
New York Yankees,Toronto Blue Jays
New York Yankees,Toronto Blue Jays
New York Yankees,Toronto Blue Jays
Oakland Athletics,Toronto Blue Jays
Oakland Athletics,Toronto Blue Jays
Oakland Athletics,Toronto Blue Jays
Philadelphia Phillies,Toronto Blue Jays
Philadelphia Phillies,Toronto Blue Jays
Seattle Mariners,Toronto Blue Jays
Seattle Mariners,Toronto Blue Jays
Seattle Mariners,Toronto Blue Jays
St. Louis Cardinals,Toronto Blue Jays
St. Louis Cardinals,Toronto Blue Jays
Tampa Bay Rays,Toronto Blue Jays
Tampa Bay Rays,Toronto Blue Jays
Tampa Bay Rays,Toronto Blue Jays
Tampa Bay Rays,Toronto Blue Jays
Tampa Bay Rays,Toronto Blue Jays
Tampa Bay Rays,Toronto Blue Jays
Tampa Bay Rays,Toronto Blue Jays
Tampa Bay Rays,Toronto Blue Jays
Tampa Bay Rays,Toronto Blue Jays
Tampa Bay Rays,Toronto Blue Jays
Texas Rangers,Toronto Blue Jays
Texas Rangers,Toronto Blue Jays
Texas Rangers,Toronto Blue Jays
Arizona Diamondbacks,Washington Nationals
Arizona Diamondbacks,Washington Nationals
Arizona Diamondbacks,Washington Nationals
Arizona Diamondbacks,Washington Nationals
Atlanta Braves,Washington Nationals
Atlanta Braves,Washington Nationals
Atlanta Braves,Washington Nationals
Atlanta Braves,Washington Nationals
Atlanta Braves,Washington Nationals
Atlanta Braves,Washington Nationals
Atlanta Braves,Washington Nationals
Atlanta Braves,Washington Nationals
Atlanta Braves,Washington Nationals
Atlanta Braves,Washington Nationals
Baltimore Orioles,Washington Nationals
Baltimore Orioles,Washington Nationals
Chicago Cubs,Washington Nationals
Chicago Cubs,Washington Nationals
Chicago Cubs,Washington Nationals
Cincinnati Reds,Washington Nationals
Cincinnati Reds,Washington Nationals
Cincinnati Reds,Washington Nationals
Colorado Rockies,Washington Nationals
Colorado Rockies,Washington Nationals
Colorado Rockies,Washington Nationals
Colorado Rockies,Washington Nationals
Houston Astros,Washington Nationals
Houston Astros,Washington Nationals
Houston Astros,Washington Nationals
Los Angeles Dodgers,Washington Nationals
Los Angeles Dodgers,Washington Nationals
Los Angeles Dodgers,Washington Nationals
Miami Marlins,Washington Nationals
Miami Marlins,Washington Nationals
Miami Marlins,Washington Nationals
Miami Marlins,Washington Nationals
Miami Marlins,Washington Nationals
Miami Marlins,Washington Nationals
Miami Marlins,Washington Nationals
Miami Marlins,Washington Nationals
Miami Marlins,Washington Nationals
Miami Marlins,Washington Nationals
Milwaukee Brewers,Washington Nationals
Milwaukee Brewers,Washington Nationals
Milwaukee Brewers,Washington Nationals
New York Mets,Washington Nationals
New York Mets,Washington Nationals
New York Mets,Washington Nationals
New York Mets,Washington Nationals
New York Mets,Washington Nationals
New York Mets,Washington Nationals
New York Mets,Washington Nationals
New York Mets,Washington Nationals
New York Mets,Washington Nationals
New York Mets,Washington Nationals
Oakland Athletics,Washington Nationals
Oakland Athletics,Washington Nationals
Oakland Athletics,Washington Nationals
Philadelphia Phillies,Washington Nationals
Philadelphia Phillies,Washington Nationals
Philadelphia Phillies,Washington Nationals
Philadelphia Phillies,Washington Nationals
Philadelphia Phillies,Washington Nationals
Philadelphia Phillies,Washington Nationals
Philadelphia Phillies,Washington Nationals
Philadelphia Phillies,Washington Nationals
Philadelphia Phillies,Washington Nationals
Pittsburgh Pirates,Washington Nationals
Pittsburgh Pirates,Washington Nationals
Pittsburgh Pirates,Washington Nationals
San Diego Padres,Washington Nationals
San Diego Padres,Washington Nationals
San Diego Padres,Washington Nationals
San Francisco Giants,Washington Nationals
San Francisco Giants,Washington Nationals
San Francisco Giants,Washington Nationals
Seattle Mariners,Washington Nationals
Seattle Mariners,Washington Nationals
St. Louis Cardinals,Washington Nationals
St. Louis Cardinals,Washington Nationals
St. Louis Cardinals,Washington Nationals
